,severity_class
9005,leger
259,leger
8709,modere
9154,leger
3148,leger
18596,leger
17016,modere
6703,leger
4731,leger
9500,severe
11158,modere
2250,leger
15235,modere
9946,leger
14710,modere
13470,leger
778,leger
12126,leger
3835,modere
17602,leger
210,leger
8328,modere
13907,leger
11296,modere
6466,modere
5344,leger
505,leger
11935,modere
7079,leger
12631,leger
1637,leger
12963,leger
17620,modere
12360,leger
4654,modere
549,leger
18736,severe
18614,modere
4200,leger
16455,modere
18638,leger
11815,modere
15848,leger
11721,modere
188,modere
6423,severe
6003,leger
4667,modere
11865,modere
7776,leger
9385,leger
14173,modere
13451,leger
10812,modere
5793,leger
19118,leger
6842,modere
18397,leger
9257,leger
9926,leger
15044,severe
2311,severe
2200,leger
19227,leger
7376,modere
12049,leger
16148,modere
6924,leger
15346,leger
13595,leger
16692,modere
8651,leger
10816,modere
19102,modere
16314,severe
2268,leger
212,modere
16615,leger
4866,leger
4378,modere
689,leger
3172,leger
16472,leger
750,leger
7306,modere
17155,severe
2028,leger
10111,leger
15020,modere
17638,severe
9465,severe
2132,modere
13606,modere
7403,leger
5894,modere
14714,leger
1794,modere
16552,leger
16090,leger
12592,leger
16716,modere
8609,leger
3489,severe
18538,modere
16891,leger
16956,leger
3622,leger
15834,severe
17023,modere
6411,modere
5246,leger
18518,leger
2403,leger
3960,leger
9018,leger
12362,modere
12035,leger
7924,modere
5170,leger
17154,leger
16449,modere
14629,modere
18173,modere
15511,leger
3553,modere
395,modere
5183,modere
14680,leger
6163,leger
1455,modere
7559,modere
5760,leger
11811,modere
8493,modere
11159,modere
7458,modere
5882,modere
1419,leger
4602,modere
16368,modere
9181,leger
4760,modere
11051,leger
988,leger
5150,leger
12474,modere
11325,leger
18205,modere
17129,modere
9876,modere
15648,modere
9979,modere
11216,leger
13107,leger
14043,leger
13561,severe
13992,severe
13824,leger
9644,modere
14280,modere
7547,modere
5943,leger
14579,severe
1102,severe
11017,modere
2494,leger
5774,modere
3631,severe
7060,leger
18949,leger
13789,leger
1642,leger
12989,leger
13626,leger
13533,leger
19142,leger
14442,modere
8768,modere
13102,leger
15700,modere
14965,modere
2651,leger
7632,modere
12794,severe
3247,modere
17501,leger
8568,leger
17369,leger
13724,severe
11848,modere
7934,modere
16628,modere
1545,leger
7206,modere
14878,modere
8025,leger
10026,modere
681,modere
12709,modere
4392,leger
13607,leger
10317,modere
16048,leger
15442,modere
841,severe
883,leger
9930,leger
9629,leger
15910,leger
18706,modere
14592,modere
1875,severe
9438,leger
18012,modere
17658,modere
10972,severe
2238,severe
13069,leger
9333,leger
9309,leger
16884,leger
3894,modere
16724,leger
1039,leger
4574,leger
566,modere
17549,leger
226,leger
18895,leger
4904,modere
2004,modere
13667,leger
14230,leger
5772,modere
1621,modere
6586,modere
9461,severe
9864,leger
119,modere
8039,leger
9028,modere
9854,leger
13074,modere
16588,modere
14327,leger
5120,leger
15677,modere
5637,severe
17735,modere
15082,modere
18835,modere
18836,severe
17765,modere
8341,leger
5126,modere
8503,modere
7777,leger
5555,leger
6730,modere
7246,modere
11886,modere
14299,leger
6803,leger
12943,leger
12387,leger
14754,modere
8254,leger
1840,leger
850,modere
2984,severe
7277,modere
7477,leger
2090,leger
12414,leger
15722,modere
6605,leger
2035,modere
1366,modere
14815,severe
861,leger
4432,leger
1565,modere
13851,modere
15436,severe
17179,modere
4291,modere
9932,modere
8154,leger
3311,modere
8102,modere
18042,modere
1023,modere
9143,leger
16718,leger
667,modere
13782,leger
11797,leger
2525,modere
2046,modere
19341,modere
17195,leger
18491,severe
18481,modere
13031,leger
19173,severe
12396,leger
2389,leger
12358,leger
13829,leger
19192,leger
406,leger
18400,leger
11987,leger
10160,modere
7256,leger
12247,leger
18334,leger
9024,modere
13853,leger
7266,leger
4740,leger
15245,modere
11526,leger
3695,modere
11750,leger
2669,modere
1713,modere
16479,severe
18131,modere
18993,leger
368,severe
6674,leger
8001,leger
2189,leger
14944,modere
9087,leger
11718,leger
7281,leger
2413,modere
16503,leger
1517,leger
12527,leger
9745,leger
6557,modere
6371,severe
10398,leger
7352,modere
6469,leger
7849,modere
12822,modere
9879,modere
5522,modere
3657,leger
16543,modere
15031,modere
6071,leger
11016,modere
10084,modere
10869,leger
14103,leger
13494,leger
18464,leger
10538,modere
18075,leger
6600,modere
11484,leger
5037,leger
1971,modere
11058,modere
19278,modere
11133,modere
1010,leger
16521,modere
9587,leger
15873,leger
9522,modere
17613,leger
6950,modere
15440,modere
9486,leger
9652,modere
3351,leger
13173,leger
15851,leger
3118,severe
13645,leger
9969,leger
10454,modere
2019,leger
11901,leger
974,modere
13306,modere
14094,leger
7059,modere
6899,severe
6274,modere
18813,leger
5357,modere
7026,modere
12960,modere
12127,severe
13837,modere
15939,modere
9288,modere
6859,modere
2893,leger
10594,leger
13248,leger
18074,modere
5016,modere
2920,leger
6765,modere
15369,modere
2588,leger
12876,severe
19113,severe
10519,modere
3851,modere
3954,modere
1743,leger
2678,leger
15385,leger
3929,modere
92,leger
3178,leger
11337,leger
17784,leger
825,leger
166,leger
7847,modere
15610,modere
11353,modere
3403,severe
14638,severe
18829,leger
6397,leger
5927,leger
3220,modere
11594,severe
1440,leger
12350,modere
6338,modere
7198,modere
1597,modere
17756,leger
6370,leger
18954,leger
15028,leger
9619,modere
15491,leger
5497,modere
9731,modere
864,severe
4797,leger
17325,leger
12036,modere
7262,severe
15549,modere
19274,leger
11643,modere
12816,modere
17061,modere
11462,modere
16649,modere
6441,modere
7191,leger
8065,leger
4444,modere
3024,modere
12915,modere
9591,leger
18479,modere
18393,leger
8966,leger
19255,modere
3487,leger
17489,modere
525,leger
13655,leger
6514,modere
18800,modere
1368,modere
18942,modere
6240,leger
11029,leger
17430,leger
10009,leger
18733,leger
6456,leger
8550,modere
3100,modere
15459,leger
2923,modere
9440,modere
2639,leger
4986,modere
17857,modere
16137,modere
3370,leger
2454,modere
6221,leger
18748,severe
15214,modere
18067,modere
6374,leger
3633,modere
7882,leger
18805,leger
14853,modere
7156,leger
13857,modere
13987,severe
14573,modere
292,leger
11199,modere
6657,leger
14348,modere
287,leger
10169,modere
18857,modere
12554,leger
4991,leger
16914,modere
10103,leger
3221,severe
2143,leger
6447,modere
14443,leger
14650,modere
8414,severe
11366,modere
15404,modere
16492,leger
12443,modere
1312,leger
7827,modere
1870,modere
8737,modere
12451,leger
16190,leger
8433,leger
11442,leger
15532,leger
18521,leger
277,leger
10027,modere
5376,leger
18622,leger
18216,modere
11579,modere
9152,severe
6672,leger
13338,leger
13801,leger
12800,modere
7700,leger
2267,modere
14118,modere
4817,severe
8152,leger
7339,leger
12821,leger
8396,leger
10217,severe
16810,modere
19190,modere
15769,leger
8538,leger
4,leger
6001,modere
11904,leger
11680,leger
18701,modere
8243,leger
13245,leger
12571,severe
2519,leger
14128,modere
8773,leger
17505,modere
15657,modere
19092,modere
17337,modere
2777,severe
17118,modere
2707,modere
7305,modere
15857,modere
2727,modere
14086,leger
11292,leger
4560,modere
1212,modere
15124,modere
3331,modere
13299,leger
9425,leger
7550,severe
7378,leger
11751,leger
1291,leger
11850,modere
7337,modere
9845,modere
3049,severe
5059,modere
7888,leger
14969,leger
2316,modere
11486,modere
17123,leger
11393,modere
9885,leger
13884,leger
10301,modere
10587,modere
14562,severe
13219,modere
7995,leger
11638,modere
14722,modere
2769,modere
1864,leger
17739,modere
7504,leger
4723,leger
19045,modere
6175,leger
9258,modere
15295,leger
11228,leger
18197,modere
12302,modere
6956,leger
18735,modere
7450,modere
13711,leger
7471,leger
14917,modere
12164,modere
11236,modere
7969,severe
18154,modere
10448,leger
11370,modere
9713,modere
11893,severe
14224,modere
8924,leger
18537,modere
16258,modere
14409,leger
18739,modere
13990,leger
17107,modere
6735,severe
19265,modere
4122,modere
7368,leger
17444,modere
15285,leger
15613,modere
10171,severe
18578,leger
14811,severe
15888,modere
14924,leger
1591,modere
737,leger
10669,modere
10477,leger
2321,modere
3504,leger
6140,modere
8686,modere
11915,leger
3668,leger
3000,leger
16447,modere
19184,leger
200,modere
15061,leger
17355,modere
4454,leger
8424,modere
4082,modere
4803,leger
4371,modere
9097,modere
3803,leger
3185,leger
3606,modere
10148,modere
12436,leger
2005,leger
3138,modere
15040,modere
1632,modere
11451,leger
11042,leger
7046,modere
14396,leger
16130,modere
9592,severe
3673,leger
13240,modere
8868,leger
12760,modere
3382,leger
11173,leger
6410,leger
17196,leger
6145,severe
15621,severe
14918,leger
460,modere
7399,modere
13541,modere
4962,leger
11420,leger
7891,leger
4692,leger
9654,severe
10502,leger
6353,modere
5380,leger
11565,leger
4278,leger
12175,modere
16187,modere
9372,leger
5811,leger
12420,leger
16365,leger
5457,leger
239,modere
16547,leger
851,leger
13000,leger
18195,modere
17197,modere
1183,severe
5405,leger
3405,leger
18311,leger
1506,leger
278,leger
17670,leger
5105,leger
16549,severe
12655,modere
12701,modere
14321,severe
9031,leger
3791,leger
3497,modere
8339,modere
11992,modere
14794,leger
1418,modere
16022,leger
14487,modere
15080,modere
16894,modere
17365,leger
10690,modere
17336,modere
14930,modere
13665,severe
17698,leger
12499,leger
12588,leger
10266,leger
9786,modere
4916,leger
11127,severe
8303,leger
11293,severe
11989,modere
1077,modere
16586,leger
11962,leger
11467,leger
2702,leger
12357,leger
6218,modere
1347,severe
9568,leger
17571,leger
4639,modere
17374,modere
18279,leger
5186,leger
7810,leger
9632,modere
13815,modere
14901,leger
3224,severe
16851,leger
6172,leger
18257,modere
1814,leger
10848,leger
18929,severe
59,modere
5507,leger
17014,modere
4794,leger
4637,leger
1684,modere
9426,modere
18060,modere
14287,severe
7003,modere
13583,severe
10488,modere
3776,modere
788,leger
15003,leger
5024,modere
4967,leger
16560,leger
9750,leger
16790,leger
11859,modere
1491,modere
16537,leger
11891,modere
2202,modere
8072,modere
11821,leger
14203,severe
5008,leger
3344,leger
18918,leger
9084,modere
4749,leger
16185,leger
19195,modere
10051,leger
15133,modere
7100,leger
1034,severe
13386,modere
7121,modere
6360,leger
15216,leger
62,leger
501,leger
4645,modere
18702,leger
12498,leger
16959,leger
17121,modere
4737,leger
11919,leger
10006,leger
5435,leger
1024,leger
15929,modere
3915,modere
15759,modere
1921,leger
8856,modere
2671,leger
15072,modere
16108,modere
7309,leger
16992,modere
19326,leger
3964,modere
941,severe
6337,modere
3232,modere
5842,leger
12642,modere
17261,modere
14236,modere
6373,severe
9093,leger
5167,modere
9922,leger
10104,modere
11048,modere
14898,leger
8597,leger
5957,leger
5814,modere
9328,modere
5926,leger
14883,modere
4223,modere
18258,leger
7493,leger
16355,leger
10641,leger
5556,leger
15842,leger
6142,leger
6484,leger
17110,leger
6226,leger
11591,leger
1793,severe
14870,modere
8368,modere
524,modere
16971,leger
18592,leger
6771,leger
1408,modere
18844,leger
4152,modere
10611,leger
12305,modere
16977,modere
14779,leger
8548,severe
10271,modere
9267,leger
7024,modere
3333,severe
4132,severe
3906,modere
408,severe
16008,leger
3164,leger
13643,modere
9674,leger
17001,severe
5254,leger
12236,leger
246,leger
1265,leger
488,modere
692,modere
2271,leger
1520,modere
13274,modere
7968,severe
19025,modere
887,modere
13317,leger
3143,modere
7280,leger
16485,modere
2105,leger
5486,leger
7648,modere
13491,leger
933,severe
9891,modere
4628,severe
5951,modere
15379,modere
12363,leger
1476,modere
6632,modere
9812,leger
4779,leger
15198,leger
17852,leger
14803,leger
16839,leger
13145,leger
7901,modere
14745,modere
7344,leger
4258,leger
5279,leger
3020,severe
2558,modere
13900,leger
8637,leger
5694,modere
14496,leger
8437,leger
3035,modere
9140,leger
14877,modere
18832,modere
8552,modere
15218,leger
1361,modere
11529,modere
2468,leger
5818,leger
3812,leger
17027,modere
14241,modere
8971,leger
8898,severe
14137,leger
11570,leger
16661,leger
16303,modere
17954,modere
8192,modere
18163,leger
17773,leger
370,modere
18990,leger
12758,leger
10388,modere
10208,modere
1947,modere
7686,leger
17889,leger
11204,leger
3971,leger
4577,leger
15914,leger
1579,leger
7755,modere
950,modere
2370,modere
10017,leger
13806,leger
496,leger
14900,leger
3264,leger
19020,modere
2793,leger
19294,leger
18019,leger
19176,modere
10401,severe
711,modere
17267,leger
16535,modere
6236,leger
3026,modere
8608,modere
879,leger
18686,leger
3809,severe
10741,leger
17069,leger
2698,modere
10995,leger
7869,leger
592,severe
4338,leger
9256,modere
17703,modere
4674,modere
3231,leger
12634,modere
19359,leger
5210,severe
16284,leger
1185,leger
17687,modere
10774,modere
6727,modere
2750,leger
13845,modere
7044,leger
12839,leger
16298,modere
5333,leger
1930,leger
3981,modere
3366,modere
5233,leger
3957,modere
14376,leger
12045,leger
7618,severe
12781,modere
11983,severe
16230,leger
14731,modere
5314,leger
19175,modere
5348,leger
14073,severe
19005,leger
15824,leger
13616,leger
8194,leger
11621,modere
4299,modere
6705,leger
17327,leger
12187,leger
16713,modere
3536,modere
18794,leger
1777,severe
3057,leger
13265,leger
8573,leger
9521,leger
1346,modere
11154,modere
18940,leger
5456,leger
528,leger
7211,leger
12307,modere
3422,leger
18811,modere
10347,leger
18738,leger
16213,leger
2783,modere
18476,leger
14671,modere
4501,leger
11176,leger
7385,leger
14404,leger
3641,modere
12466,modere
3046,modere
18513,modere
5763,leger
17490,modere
14196,leger
13770,modere
14129,severe
17078,modere
1020,leger
1541,leger
3113,leger
16834,modere
17659,modere
17504,leger
10941,severe
10551,modere
8606,modere
334,leger
18103,modere
13743,leger
1547,modere
12123,modere
17905,modere
7750,modere
6129,leger
11775,modere
18228,leger
7536,leger
4816,modere
3783,modere
1588,modere
5993,leger
9838,modere
17032,modere
2826,leger
9009,severe
3229,leger
5219,leger
4860,leger
3011,modere
8034,leger
1053,modere
16045,modere
18354,severe
6675,modere
11824,modere
475,leger
8900,leger
6912,leger
11145,modere
7021,modere
4747,modere
8514,leger
5581,severe
11825,modere
10634,modere
13407,modere
9082,leger
6007,leger
19273,modere
7463,severe
8766,leger
7797,modere
6769,modere
6143,leger
12682,leger
9662,leger
3646,modere
17596,leger
12480,leger
13792,leger
12530,leger
17356,modere
17819,leger
17039,leger
612,leger
3731,leger
881,modere
5104,modere
6866,leger
18324,modere
928,modere
3068,modere
13179,leger
122,modere
1177,leger
11178,modere
19101,leger
4286,modere
15952,modere
12644,leger
13699,leger
9212,leger
2887,modere
3605,leger
14642,modere
18434,modere
7490,modere
13171,modere
2025,modere
23,leger
183,modere
1892,severe
1859,modere
792,modere
14030,leger
2898,modere
18386,modere
18548,modere
15802,leger
14155,leger
918,leger
4302,leger
4875,leger
5499,leger
10144,leger
8226,modere
4008,leger
1560,leger
7295,modere
15805,modere
17750,modere
831,leger
2638,modere
15531,modere
7578,modere
16203,leger
3956,leger
829,severe
1587,leger
14982,modere
6404,modere
12488,modere
15649,modere
16267,modere
4945,modere
15222,leger
3550,severe
4514,leger
10311,modere
14989,modere
16071,leger
14607,modere
8332,modere
18288,modere
12983,modere
2781,leger
14027,leger
18848,modere
14798,leger
3539,modere
16838,modere
1589,leger
16206,modere
19223,severe
224,leger
14640,leger
3441,modere
19204,modere
4030,modere
17486,modere
7664,modere
13253,modere
11610,modere
12125,modere
18023,modere
14165,leger
16976,modere
9691,leger
14119,modere
3994,modere
9874,leger
607,leger
6476,modere
2566,severe
5955,leger
15394,modere
1518,modere
6754,leger
8434,modere
16196,modere
1818,modere
7431,modere
11858,modere
5658,leger
3774,modere
13137,modere
7585,modere
16192,modere
1542,leger
18837,leger
8821,leger
8930,leger
18567,modere
5173,leger
3697,modere
4297,leger
2846,modere
4682,leger
18951,modere
15921,leger
15066,leger
14717,modere
7310,leger
4839,modere
14216,leger
7645,leger
18022,modere
14089,leger
2491,modere
8489,leger
13523,modere
12025,modere
614,leger
4189,modere
10619,leger
12448,modere
11281,leger
9704,modere
15526,leger
17969,leger
9952,leger
11752,modere
11020,modere
5289,leger
2400,severe
13915,leger
12878,severe
9183,leger
13620,modere
18187,leger
9363,modere
6890,leger
12256,leger
17287,modere
5073,leger
11429,leger
13865,modere
6708,leger
10199,modere
7193,leger
9867,modere
15249,modere
8504,leger
6637,severe
840,leger
19164,leger
12534,modere
3976,modere
12837,leger
15034,leger
18922,leger
454,leger
11963,severe
11460,modere
13061,leger
14628,modere
10422,leger
4812,leger
19279,leger
13545,modere
9965,leger
18959,modere
3259,modere
3054,modere
1490,leger
1978,severe
12633,modere
13268,modere
13689,leger
8450,leger
9681,leger
15668,modere
15095,leger
18623,leger
5791,modere
17068,leger
9379,leger
9497,leger
2339,modere
10244,leger
11986,leger
11474,modere
2992,leger
6060,leger
14742,modere
6171,leger
3759,leger
2446,modere
2601,severe
13099,modere
16968,modere
10719,leger
17062,modere
12995,modere
1690,leger
17140,leger
10270,leger
7532,modere
18752,modere
11793,leger
16678,modere
17650,modere
18676,modere
13786,leger
18540,modere
3712,modere
15168,leger
15408,modere
5482,modere
19267,modere
508,leger
789,leger
18803,leger
1631,leger
1566,severe
15646,leger
11361,modere
13261,severe
6869,leger
10035,leger
15999,leger
13149,severe
2716,leger
17207,modere
14383,modere
16086,modere
13278,modere
3821,leger
13303,modere
8031,leger
7017,modere
11338,modere
6790,severe
15841,leger
17473,modere
16254,modere
15789,leger
3136,leger
13580,leger
6561,leger
11507,modere
16411,modere
17899,severe
13295,leger
1092,leger
1693,modere
13160,modere
12664,modere
16338,leger
3873,modere
17249,modere
13116,modere
19019,leger
10289,modere
16623,modere
1180,leger
13130,modere
986,leger
12345,leger
1719,modere
3330,leger
15922,modere
358,leger
16557,leger
18566,leger
4340,leger
3972,modere
5331,modere
12930,modere
19028,modere
5132,leger
537,modere
4487,modere
6994,modere
3744,modere
709,leger
5444,leger
2163,leger
1188,leger
7681,modere
8533,modere
12557,modere
3951,severe
18133,leger
17070,leger
13300,modere
6900,modere
17332,leger
11444,modere
3861,modere
15982,modere
3603,leger
987,leger
7179,severe
18136,severe
16698,modere
19210,modere
15390,leger
1259,modere
12292,leger
16711,leger
3674,modere
16541,leger
1385,leger
12243,leger
18855,leger
11280,modere
15474,severe
1687,leger
2280,modere
18420,leger
1007,severe
8918,severe
14042,leger
10601,leger
9896,modere
11478,leger
14417,modere
18417,severe
17007,modere
13022,leger
12074,leger
3134,modere
10635,modere
10023,modere
16373,leger
11708,modere
18270,severe
10628,severe
11587,leger
5056,modere
2946,severe
14149,leger
8541,leger
14104,leger
12000,modere
513,severe
1708,severe
13133,leger
1759,severe
1436,modere
18909,modere
15478,modere
5394,leger
2043,leger
18655,leger
6304,modere
12042,leger
14087,modere
16797,leger
5560,severe
16358,modere
16020,modere
2013,modere
17,modere
18828,leger
5165,leger
498,leger
15075,modere
13345,modere
16571,leger
18059,leger
6841,leger
17190,severe
3027,severe
11047,modere
5981,modere
2609,severe
5403,leger
578,leger
7853,leger
2401,leger
16397,leger
9136,leger
14555,modere
1729,modere
7315,leger
5980,modere
6016,modere
16054,modere
1018,modere
3240,leger
16416,leger
684,leger
11690,leger
12688,modere
13201,leger
11372,severe
1380,leger
6202,leger
7275,leger
11660,modere
12689,leger
628,leger
10629,modere
4709,modere
14828,leger
3420,leger
19400,modere
5618,severe
102,leger
9382,leger
9782,modere
5490,modere
158,leger
7140,leger
14661,leger
7826,leger
10563,leger
3481,modere
12934,modere
12685,leger
13756,leger
626,leger
7697,leger
7346,leger
7120,leger
17435,severe
11997,modere
13605,modere
8645,modere
543,leger
13213,leger
1638,modere
15936,leger
4130,severe
697,severe
3503,leger
6807,severe
14102,leger
3203,modere
3479,modere
15509,modere
13241,leger
1997,modere
4911,modere
14912,leger
7404,modere
8126,leger
5230,modere
1716,leger
4398,modere
445,modere
2018,modere
3630,modere
18127,modere
15428,leger
3637,leger
16930,modere
9564,modere
13949,leger
15690,modere
15900,leger
10907,severe
8547,modere
14546,modere
1176,severe
6960,modere
11514,leger
18262,modere
139,leger
8633,leger
3604,leger
11976,modere
18459,leger
13051,severe
355,leger
17875,leger
7491,severe
14157,leger
16934,leger
7105,leger
1764,modere
6739,modere
7145,severe
5701,leger
768,leger
1744,modere
11784,leger
2314,modere
12054,modere
11075,leger
5320,modere
17851,leger
11534,modere
18522,modere
5172,modere
16804,modere
14452,leger
10294,leger
10773,leger
11948,modere
18866,modere
4108,leger
17162,modere
13363,modere
10367,leger
2108,leger
12328,modere
3493,leger
15569,modere
3592,leger
17667,leger
15683,leger
18415,severe
9134,leger
8193,modere
7216,leger
4729,leger
1415,leger
12639,modere
13932,modere
3507,leger
2836,modere
9958,leger
4043,modere
848,leger
17963,leger
9940,leger
12645,modere
832,leger
16671,leger
4993,modere
11212,modere
11057,leger
3099,leger
10512,modere
7600,modere
19419,leger
6908,severe
5082,leger
13627,leger
1970,modere
19057,modere
7226,leger
12619,leger
12157,leger
371,severe
9253,leger
13946,modere
13038,severe
10874,severe
11091,modere
3745,modere
3500,leger
12860,leger
2762,leger
828,leger
14240,modere
6792,severe
16367,leger
5324,leger
6915,severe
17754,modere
3076,modere
8169,modere
12179,leger
9950,modere
5156,modere
13391,leger
10293,leger
4660,modere
15632,modere
16988,severe
12714,modere
10776,modere
8060,modere
8291,modere
8865,leger
11518,leger
2054,leger
16786,modere
17732,leger
17885,modere
18815,modere
14032,severe
6,modere
2093,modere
2748,leger
15362,leger
19219,leger
6837,leger
16963,leger
2286,modere
2521,modere
13355,leger
13864,modere
15231,leger
11270,modere
10537,modere
9842,leger
10210,modere
2595,leger
6383,modere
14867,leger
14464,leger
3975,leger
11124,modere
18641,modere
11197,leger
5790,leger
15172,leger
16352,modere
1985,leger
2266,modere
14585,leger
13974,severe
4262,modere
3782,severe
3545,leger
2971,leger
2299,leger
6731,severe
18557,modere
5446,leger
13229,severe
13708,modere
13155,leger
16039,leger
10371,leger
2603,modere
7257,leger
18977,leger
14577,modere
7937,severe
2997,severe
14639,leger
571,modere
5267,modere
12053,modere
9605,severe
6111,modere
16340,modere
5074,modere
7052,leger
4405,modere
2791,leger
9220,leger
2582,modere
14072,modere
11482,modere
13535,leger
11934,modere
11885,modere
17594,leger
5261,modere
11905,modere
10624,modere
18700,modere
3913,leger
14050,leger
15745,leger
10309,leger
12542,leger
13005,leger
11510,leger
19086,leger
12338,leger
7548,severe
13402,leger
12089,severe
4718,modere
6773,leger
18964,leger
19292,leger
17628,leger
6247,severe
3751,modere
3294,leger
1513,severe
6177,modere
721,leger
19205,severe
14647,modere
2746,modere
17922,modere
18961,modere
1543,modere
17769,modere
16343,leger
18382,severe
4074,modere
10187,modere
12658,severe
4662,modere
1489,modere
369,modere
10642,modere
10417,leger
13730,leger
18584,leger
18455,modere
12348,leger
14144,leger
12021,severe
12410,modere
4893,leger
1815,leger
8465,leger
4855,leger
19350,modere
1994,leger
5884,leger
3367,leger
14272,severe
12552,modere
18496,leger
14221,modere
9423,leger
5712,modere
18741,leger
14968,modere
1375,modere
18531,leger
6430,leger
12831,modere
9753,leger
5323,leger
8517,modere
858,leger
15158,modere
18351,modere
7870,leger
9506,modere
3266,leger
17491,modere
3234,leger
8003,leger
6276,leger
4063,severe
7018,leger
12883,severe
15692,leger
12538,leger
19264,modere
15382,modere
4548,modere
2568,modere
13117,severe
9222,modere
5451,leger
16531,leger
19272,modere
1323,leger
5912,modere
11185,modere
15089,leger
12855,severe
15724,leger
2611,modere
3794,modere
7272,leger
15098,modere
15309,modere
3042,leger
15684,severe
8592,leger
7084,modere
7233,leger
8932,leger
1439,modere
16083,leger
9898,modere
2884,modere
16131,modere
2627,modere
1821,modere
18141,leger
5306,leger
17828,leger
9641,modere
14148,severe
12465,leger
16837,leger
6194,severe
7779,leger
11327,modere
8871,modere
1128,leger
3180,modere
17038,modere
16037,leger
10888,modere
2193,leger
10855,leger
14514,severe
9682,leger
5166,leger
6402,modere
8027,leger
11489,leger
6793,modere
5347,modere
1559,modere
7200,modere
12463,modere
13140,leger
6176,leger
10351,leger
4585,leger
6628,leger
2709,leger
13868,leger
2960,modere
9948,leger
151,leger
5477,modere
9213,leger
15007,severe
10921,leger
10792,leger
8635,modere
6743,modere
15473,leger
8181,leger
16799,modere
416,modere
18157,leger
4861,leger
15587,modere
18081,leger
11692,leger
8485,modere
15251,modere
15099,severe
5017,modere
13538,leger
10207,leger
2167,modere
15947,modere
13427,modere
14874,leger
19056,modere
492,severe
15002,modere
4615,leger
12087,modere
11627,modere
6671,modere
6753,leger
1070,leger
2148,leger
5784,modere
17835,modere
3948,modere
17324,leger
10416,leger
9203,modere
18680,modere
979,modere
7040,modere
14947,modere
17292,modere
8562,modere
8695,leger
1274,modere
15357,modere
2606,modere
17257,leger
15434,severe
4266,modere
9775,modere
12729,modere
18184,leger
3325,modere
9687,leger
14273,severe
18277,modere
8395,modere
7781,leger
497,modere
14051,modere
8969,modere
1849,modere
12151,leger
10830,modere
9424,leger
17737,modere
10068,modere
5972,leger
4937,modere
17656,modere
4534,leger
14380,leger
16326,modere
15764,severe
7836,modere
7078,modere
18290,leger
15223,modere
12371,leger
2894,leger
2310,leger
221,leger
5101,leger
5521,modere
4964,modere
13232,modere
14437,leger
15446,modere
9275,severe
7739,modere
5609,severe
15338,severe
7113,leger
11062,leger
15512,leger
3440,severe
18153,leger
5317,modere
2382,leger
755,modere
16830,leger
14014,modere
13088,modere
8479,leger
12662,modere
15626,leger
6005,modere
2495,modere
78,leger
3615,severe
2757,modere
4006,severe
710,leger
11190,modere
18708,modere
14620,leger
2264,leger
4216,leger
10909,modere
8506,leger
13156,severe
703,leger
2261,leger
19236,modere
13277,severe
6999,modere
5001,leger
16467,leger
19417,leger
11449,modere
5999,modere
4618,modere
10729,leger
12122,leger
18715,modere
6831,leger
15679,severe
14454,leger
1832,leger
17524,leger
15920,severe
18710,leger
3532,modere
3094,leger
1452,modere
14684,leger
834,modere
5788,leger
10936,leger
3584,leger
1982,leger
2203,leger
13487,leger
15326,severe
5678,modere
7457,leger
1337,leger
6738,modere
1772,modere
5671,modere
2567,leger
8796,leger
5905,modere
5447,leger
3816,modere
2821,modere
5367,modere
15740,modere
3790,leger
11002,leger
9355,leger
9942,leger
14783,modere
10665,leger
17826,leger
2886,leger
18218,modere
1604,leger
50,modere
13091,modere
13036,leger
15964,modere
15839,leger
17746,leger
13379,leger
10368,modere
7300,modere
8896,modere
12177,leger
7189,leger
2536,leger
10074,leger
17966,leger
11863,modere
9293,modere
19021,leger
6940,leger
12790,leger
12295,modere
12059,leger
1645,leger
704,modere
17170,leger
5645,modere
4048,modere
3843,severe
14602,leger
16820,leger
16099,leger
11645,severe
1091,severe
10666,severe
11108,modere
15128,leger
6554,leger
12551,modere
7173,modere
13534,modere
2926,leger
6203,modere
17040,modere
3890,leger
4677,leger
9187,modere
11422,modere
17036,leger
11920,leger
4579,leger
18208,modere
16982,leger
15304,leger
4722,modere
9807,leger
1981,leger
10456,leger
6744,modere
13621,modere
17135,leger
9726,leger
19135,modere
1114,leger
17452,modere
19303,leger
16606,leger
5103,leger
3672,severe
1911,modere
4717,leger
5400,leger
17160,leger
10313,modere
5628,severe
9740,leger
3158,modere
7135,modere
2988,leger
6634,modere
6118,severe
7124,leger
16059,leger
7372,modere
16444,modere
6761,leger
1695,modere
15418,leger
6789,leger
1389,modere
8104,leger
14531,modere
9245,modere
5539,modere
10979,leger
9401,leger
2398,modere
13831,modere
15674,modere
1760,severe
937,leger
4414,leger
5353,modere
4686,leger
12032,leger
15752,modere
11179,modere
12793,leger
7660,leger
10149,leger
6867,modere
17425,leger
18978,leger
9130,severe
1022,severe
19146,severe
8471,severe
2152,leger
8739,leger
18630,modere
15985,modere
5439,severe
7426,modere
10105,modere
11093,leger
8066,modere
18863,modere
15739,leger
10215,leger
13609,leger
7215,leger
7605,modere
7716,modere
8149,leger
307,modere
12244,leger
19239,modere
2634,leger
8360,leger
17514,leger
18008,modere
6425,modere
548,modere
9595,leger
4657,modere
13467,modere
16225,leger
